URL,Técnica,Tamaño,AP0,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9
https://www.christies.com/en/lot/lot-6462351?ldp_breadcrumb=back,oil on canvas,26 ¾ x 33 ½ in. (68 x 85 cm.),"with Richard Green, London, where purchased by the present owner.","Anonymous sale; Phillips, London, 17 July 2001, lot 23.","Private Collection, Jersey.","with John Adams Fine Art, London, where purchased by","Anonymous sale; James Thompson Auctioneers, Kirby Lonsdale, 23 May 1990, lot 140, where purchased by","Private Collection, U.K., circa 1919, and by descent.",,,,
https://www.christies.com/en/lot/lot-6462352?ldp_breadcrumb=back,oil on panel,8 ¼ x 11 ½ in. (21 x 29.2 cm.),"with David Messum Fine Art, London, 1989.","Anonymous sale; Christie's, London, 10 November 1988, lot 73, as Man in a Rowing Boat.",,,,,,,,
https://www.christies.com/en/lot/lot-6462353?ldp_breadcrumb=back,oil on canvas,36 5⁄8 x 25 5⁄8 in. (93.2 x 65.2 cm.),"Donald Kane (1926-2022), Brooklyn, until 2022, by whom given to the present owner.","with Knapp Antiques, New York, by 1959, where purchased by","The Museum of the City of New York, 14 April 1942.","The sitter, Mabel Choate, New York, by whom given to",,,,,,
https://www.christies.com/en/lot/lot-6462354?ldp_breadcrumb=back,oil on canvas,50 1⁄8 x 40 in. (127.2 x 101.5 cm.),"Their sale; Balclis, Barcelona, 16 December 2022, lot 551, where purchased by the present owner.","Ana Ponsatí (her lady-in-waiting), and by descent until","Mrs Philip Astley, (née Madeleine Carroll), until 1987, by whom given to",,,,,,,
https://www.christies.com/en/lot/lot-6462356?ldp_breadcrumb=back,oil on canvas,30 x 24 7⁄8 in. (76.1 x 63.3 cm.),"The sitter, Pauline Gunn, and by descent to the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6462357?ldp_breadcrumb=back,oil on panel,12 1⁄8 x 16 ¾ in. (30.9 x 42.6 cm.),"Private Collection, and by descent to the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6462358?ldp_breadcrumb=back,oil on board,20 x 30 (50.8 x 76.2 cm.),"Private Collection, UK.","with Marlborough Fine Art, London.",,,,,,,,
https://www.christies.com/en/lot/lot-6462359?ldp_breadcrumb=back,pencil and bodycolour heightened with gold on paper,29 1⁄8 x 18 ½ in. (74 x 47 cm.),"Anonymous sale; Sotheby's, London, 27 March 1990, lot 71, where purchased by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6462360?ldp_breadcrumb=back,oil on canvas,21 ¼ x 16 in (54 x 41 cm.),"Sophie Alberti, Copenhagen, circa 1906, and by descent to the present owners.",,,,,,,,,
https://www.christies.com/en/lot/lot-6462361?ldp_breadcrumb=back,oil on canvas,30 7⁄8 x 27 in. (73.2 x 68.5 cm.),"Anonymous sale; Sotheby's, London, 27 March 1990, lot 69, where purchased by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6462362?ldp_breadcrumb=back,oil on canvas,12 5⁄8 x 20 3⁄8 in. (51.7 x 75.3 cm.),"Anonymous sale; Christie's, London, 10 December 2020, lot 34, where purchased by the present owner.","with Leighton Fine Art, Marlow.",,,,,,,,
https://www.christies.com/en/lot/lot-6462363?ldp_breadcrumb=back,oil on canvas,20 ¾ x 30 ¼ in. (52.7 x 76.8 cm.),"Anonymous sale; Bruun Rasmussen, Copenhagen, 31 August 1999, lot 82, where purchased by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6462364?ldp_breadcrumb=back,oil on canvas,28 ¾ x 36 3⁄8 in. (73.1 x 92.4 cm.),"Anonymous sale; Norden Auktioner, Stockholm, 6 December 1994, lot 36, as Sunset over Dordogne Beaulieu, France (Solnedgang over Dordogne Beaulieu, Frankrike), where purchased by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6462365?ldp_breadcrumb=back,oil on canvas,45 ¼ x 32 3⁄8 in. (114.8 x 82.1 cm.),"Anonymous sale; Sotheby's, London, 28 March 1990, lot 141, where purchased by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6462366?ldp_breadcrumb=back,oil on board,29 x 36 in. (73.7 x 91.4 cm.),"Their sale; Christie's, London, 8 December 2010, lot 319, where purchased by the present owner.","Restituted to the heirs of Martin and Florence Flersheim, 2010.","Kunstbesitz der Bundesrepublick Deutschland, on loan to the Städtisches Museum Gelsenkirchen.","Recovered by the Western Allies, Munich Central Collecting Point, Mü 8736.","Sonderauftrag Linz, no. 202.","Possibly von Kühlman, Berlin.","with Galerie Maria Almas Dietriech, Munich.","Martin and Florence Flersheim, Frankfurt-am-Main.","J.P. Schneider, 1897, on behalf of","The artist, from whom purchased by"
https://www.christies.com/en/lot/lot-6462367?ldp_breadcrumb=back,oil on canvas,50 ¼ x 69 in. (127.6 x 175.3 cm.),"Anonymous sale; Sotheby's, New York, 23 October 1997, lot 15, where purchased by the present owner.","Private Collection, Boston.","with Central Picture Galleries, New York.","American Society for Friendship with Switzerland; Parke Bernet Galleries, New York, 29 April 1965, lot 110.","with William Schaus, New York.","General Charles Whittier, Boston, by 1881.","with The Doré Gallery, London.",,,
https://www.christies.com/en/lot/lot-6462368?ldp_breadcrumb=back,"oil on canvas, unframed",44 ¼ x 63 3⁄8 in. (112.5 x 161 cm.),"Private Collection, Somerset, circa 1970, and by descent to the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6462369?ldp_breadcrumb=back,oil on canvas,27 ¼ x 37 5⁄8 in. (69.2 x 95.7 cm.),"Anonymous sale; Sotheby's, New York, 7 May 1998, lot 135, where purchased by the present owner.","Private Collection, Ottawa.","Charles Rowley Booth and Marjorie Annette McKinnon, Ottawa, until at least 1960.","Charles Jackson Booth and Jessie Louise Booth, Ottawa, and by descent to","with Kraushaar Galleries, New York.","with Galerie Lambert, Paris, by 5 June 1920.","with Galerie Durand-Ruel and Galerie Bernheim Jeune, Paris.","M. de Sesteguy (†); Hôtel Drouot, Paris, 13 April 1892, lot 8.",,
https://www.christies.com/en/lot/lot-6462370?ldp_breadcrumb=back,oil on canvas,32 3⁄8 x 51 5⁄8 in. (82.1 x 131 cm.),"Private Collection, Germany, and by descent to the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6462371?ldp_breadcrumb=back,oil on canvas,28 ¾ x 36 in. (73 x 91.5 cm),"Anonymous sale; Hôtel Drouot, Paris, 2 February 2022, lot 242, where purchased by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6462372?ldp_breadcrumb=back,pencil and oil on artist's board,11 7⁄8 x 18 ½ in. (30.1 x 47 cm.),"Anonymous sale; Sotheby's, London, 7 December 2017, lot 222, where purchased by the present owner.","Private Collection, until 2017.","Private Collection, until 1968.","with Thomas Agnew & Sons, London, where purchased by",Canon C.M. Church.,"The artist, by whom given to",,,,
https://www.christies.com/en/lot/lot-6462373?ldp_breadcrumb=back,pencil and watercolour heightened with bodycolour on paper,12 ½ x 18 in. (32 x 46 cm.),"The grandfather of the present owner, circa 1970s, and by descent to the present owner.","with Spink, London, where purchased by",,,,,,,,
https://www.christies.com/en/lot/lot-6462374?ldp_breadcrumb=back,oil on canvas,23 5⁄8 x 28 7⁄8 in. (60 x 73.3 cm.),"Private Collection, USA, by a private treaty in 2003 as Un Chef Bachi-Bouzouk (A Bashi-Bazouk Chieftan).","Private Collector, United Kingdom, where purchased by","with The Fine Art Society, London, 1983, where purchased by","Andrew Sordoni III, Wilkes-Barre, Pennsylvania, and by descent until 1981.","Andrew Sordoni, Wilkes-Barre, Pennsylvania.","Possibly, with Schweitzer Gallery, New York, between 1960 and 1975.","Anonymous sale; Parke-Bernet, New York, 12 January 1955, lot 40 as The Harem Guard.","Private Collection, New York.",,
https://www.christies.com/en/lot/lot-6476159?ldp_breadcrumb=back,plume et encre de Chine sur papier,30.8 x 19.9 cm. 12 1/8 x 7 7/8 in.,Puis par descendance au propriétaire actuel.,"Pierre Matisse, New York (par descendance).",Atelier de l'artiste.,,,,,,,
https://www.christies.com/en/lot/lot-6476160?ldp_breadcrumb=back,bronze à patine brun froncé,Hauteur: 25.4 cm. Height: 10 in. Conceived in 1910; this bronze cast in 1958 in an edition of 11,Puis par descendance au propriétaire actuel.,"Pierre Matisse, New York (par descendance).",Atelier de l'artiste.,,,,,,,
https://www.christies.com/en/lot/lot-6476161?ldp_breadcrumb=back,huile sur papier fort marouflé sur toile,32.5 x 24.5 cm.,Puis par descendance au propriétaire actuel.,"Pierre Matisse, New York (par descendance).",Atelier de l'artiste.,,,,,,,
https://www.christies.com/en/lot/lot-6476162?ldp_breadcrumb=back,huile sur toile,32 x 40 cm.,Acquis auprès de celle-ci par la famille du propriétaire actuel en juin 1952.,"The Mayor Gallery, Londres (acquis auprès de celle-ci).","The Lefevre Gallery (Alex Reid & Lefevre, Ltd.), Londres.","Edward Molyneux (dit ""Captain Molyneux""), Londres et Paris (acquis auprès de l'artiste en 1938).",Atelier de l'artiste.,,,,,
https://www.christies.com/en/lot/lot-6476163?ldp_breadcrumb=back,huile sur toile,40.5 x 44.5 cm.,Puis par descendance au propriétaire actuel.,"Collection particulière, Suisse.","Roland Browse & Delbanco, Londres (acquis auprès de celle-ci en novembre 1958 et jusqu'en décembre 1959).","Ethel Sands, Londres (en 1910).","Ambroise Vollard, Paris (acquis au cours de cette vente).","Josse Bernheim, Paris (acquis auprès de celui-ci en février 1900); sa vente, Me Duchesne, Paris, 17 mai 1900, lot 14.","Siegfrid Bing, Paris (probablement acquis auprès de l'artiste avant 1895).",,,
https://www.christies.com/en/lot/lot-6476164?ldp_breadcrumb=back,huile sur toile,50.3 x 65.4 cm.,Acquis au cours de cette vente par la famille du propriétaire actuel.,"Vente, Mes Loudmer et Poulain, Paris, 6 juin 1978, lot 62.","Lila Acheson Wallace, New York (acquis auprès de celle-ci le 9 juin 1969); vente, Sotheby & Co., Londres, 4 décembre 1974, lot 105.","Knœdler & Co., New York (acquis auprès de celui-ci le 30 septembre 1966).","Jean Davray, Paris (avant 1963).","Lady Kent, Londres (par descendance); vente, Me Rheims, Paris, 18 mars 1959, lot 10.","Sir Stephenson Kent, Londres (acquis auprès de celle-ci le 26 juin 1945).","Arthur Tooth & Sons, Londres (acquis auprès de celui-ci le 26 janvier 1945).","Sir Felix Cassel, Londres (acquis auprès de celle-ci le 5 mai 1937).","Arthur Tooth & Sons, Londres (acquis auprès de celle-ci le 8 mai 1937)."
https://www.christies.com/en/lot/lot-6476165?ldp_breadcrumb=back,huile sur toile,53.7 x 65 cm.,Puis par descendance au propriétaire actuel.,"Collection particulière, Suisse (en juillet 1938).","Evan Edward Chateris, Londres (acquis auprès de celle-ci le 30 avril 1928)","M. Knœdler & Company, New York (acquis auprès de celle-ci en août 1923).","Bollag Galleries, Zurich.","Maurice Allard du Chollet, Paris.",,,,
https://www.christies.com/en/lot/lot-6476166?ldp_breadcrumb=back,huile sur toile,46 x 55.2 cm.,Acquis par la famille du propriétaire actuel avant 1939.,"Kunsthandel Huinck & Scherjon N.V., Amsterdam (avant 1936).","Vente, Me Desvouges, Paris, 6 décembre 1924, lot 200.",,,,,,,
https://www.christies.com/en/lot/lot-6476167?ldp_breadcrumb=back,huile sur carton,24.8 x 35.2 cm. 9 ¾ x 13 7/8 in.,Acquis auprès de celle-ci par la famille du propriétaire actuel en février 1964.,"Galerie Paul Vallotton, Lausanne.","Jacques Roussel, France (par succession).",Atelier de l'artiste.,,,,,,
https://www.christies.com/en/lot/lot-6476168?ldp_breadcrumb=back,huile sur toile,53.5 x 64.7 cm. 21 x 25 1/2 in.,Puis par succession au propriétaire actuel.,"Collection Coster-Gerard, New York (par succession de celle-ci).","Collection particulière, New York (acquis auprès de celle-ci probablement en 1942).","Knoedler Gallery, New York (acquis auprès de celle-ci).","Galerie Moos, Genève (acquis auprès de celle-ci en 1937 et jusqu'à au moins 1939).","Galerie de l'Elysée, Paris.",,,,
https://www.christies.com/en/lot/lot-6476169?ldp_breadcrumb=back,huile sur toile,73.9 x 92.6 cm. 29 x 36 3/8 in.,Puis par descendance au propriétaire actuel.,"Commandant Paul-Louis Weiller, Paris.","Huguette Berès, Paris.","S.A.R. la Maharanée de Baroda, Paris; sa vente, Palais Galliera, Paris, 30 novembre 1961, lot 16.","Collection Salomon, Copenhague.","Wilhelm Hansen, Copenhague (acquis auprès de celui-ci par l'intermédiaire de Monsieur Duval-Fleury en décembre 1917).","Isidore Montaignac, Paris; sa vente (annulée), Mes Baudoin, Dubourg, Lair-Dubreuil et Mauger, Paris, 3 décembre 1917, lot 82.","Charles Viguier, Paris; sa vente, Me Chevallier, Paris, 4 mai 1906, lot 62.","Isidore Montaignac, Paris (avant 1897).",
https://www.christies.com/en/lot/lot-6476170?ldp_breadcrumb=back,huile sur toile,40.3 x 54.3 cm. 15 7/8 x 21 3/8 in.,Puis par succession au propriétaire actuel.,"Etienne Terrus, Elne (probablement don de l'artiste).",,,,,,,,
https://www.christies.com/en/lot/lot-6476171?ldp_breadcrumb=back,huile sur panneau,130 x 162 cm.,Acquis auprès de celle-ci par le propriétaire actuel le 28 mai 2002.,"Françoise Gilot, Paris (acquis auprès de celle-ci dans les années 1950).","Galerie Simon (Daniel-Henry Kahnweiler), Paris (acquis auprès de l'artiste).",,,,,,,
https://www.christies.com/en/lot/lot-6476173?ldp_breadcrumb=back,huile sur toile,63.2 x 52.8 cm.,Puis par descendance au propriétaire actuel.,"Jeannie Gobillard, France (don de l'artiste).",,,,,,,,
https://www.christies.com/en/lot/lot-6476174?ldp_breadcrumb=back,bronze à patine brun foncé,Hauteur: 51.7 cm. Height: 20 3/8 in.,Puis par descendance au propriétaire actuel.,"Collection particulière, Nice (dans les années 1960).",,,,,,,,
https://www.christies.com/en/lot/lot-6476175?ldp_breadcrumb=back,encre de Chine et crayon de couleurs sur papier,65.5 x 50 cm. 25 ¾ x 19 5/8 in.,Acquis auprès de celle-ci par la famille du propriétaire actuel en 2009.,"Christian Fayt Art Gallery, Paris.","Vente, Campo & Campo, Anvers, 24 octobre 2006, lot 251.","Vente, Campo & Campo, Anvers, 22 avril 1997.",,,,,,
https://www.christies.com/en/lot/lot-6476176?ldp_breadcrumb=back,"aquarelle, gouache, pastel sec, plume et encre de Chine et graphite sur papier",143.6 x 52.8 cm.,Puis par descendance au propriétaire actuel.,"Collection particulière, France.","Jean Varais, France.",,,,,,,
https://www.christies.com/en/lot/lot-6476177?ldp_breadcrumb=back,huile sur toile,65 x 54 cm.,"Collection particulière, Londres.","Collection particulière, Belgique (acquis auprès de celui-ci).","Samy Kinge, Paris (acquis auprès de l'artiste).",,,,,,,
https://www.christies.com/en/lot/lot-6476178?ldp_breadcrumb=back,"huile, plume et encre de Chine et grattage sur panneau",21.5 x 40.2 cm. 8 ½ x 15 7/8 in.,Acquis auprès de celle-ci par la propriétaire actuel en 2004.,"Galerie Patrice Trigano, Paris (avant 2002).","Galerie Larock-Granoff, Paris.","Acquavella Modern Art, Reno.","Pierre Matisse Gallery, New York (avant 1967).","Galerie Maeght, Paris.",,,,
https://www.christies.com/en/lot/lot-6476179?ldp_breadcrumb=back,"gouache, tempera, pastel et encre de Chine sur papier",64.5 x 49.8 cm.,Acquis auprès de celle-ci par le propriétaire actuel.,"Galerie Daniel Malingue, Paris (avant 1979).","Galerie Maeght, Paris (probablement acquis auprès de l'artiste avant 1978).",,,,,,,
https://www.christies.com/en/lot/lot-6476180?ldp_breadcrumb=back,"gouache, pastel gras et encre de Chine sur carton marouflé sur toile",64.3 x 49.2 cm. 25 ¼ x 19 3/8 in.,Acquis auprès de celle-ci par la famille du propriétaire actuel en mai 1976.,"Madame Jean Krebs, Bruxelles (acquis auprès de celui-ci).",Atelier de l'artiste.,,,,,,,
https://www.christies.com/en/lot/lot-6476181?ldp_breadcrumb=back,huile sur toile,50 x 61 cm. 19 ¾ x 24 in.,Acquis auprès de celle-ci par le propriétaire actuel en juin 2007.,"Daniel Blaise Thorens Fine Art Gallery AG, Bâle.","Collection particulière, Suisse.","Heidi Weber, Suisse (avant 1994).",,,,,,
https://www.christies.com/en/lot/lot-6476182?ldp_breadcrumb=back,huile sur toile,33 x 41 cm. 13 x 16 1/8 in.,Puis par descendance au propriétaire actuel.,"Collection particulière, France (acquis auprès de l’artiste).",,,,,,,,
https://www.christies.com/en/lot/lot-6423986?ldp_breadcrumb=back,oil on panel,12 5/8 x 9 7/8 in. (31.9 x 25.1 cm.),"Anonymous sale; Sotheby’s, London, 23 April 1998, lot 67, as Jan van Staveren, where acquired by the present owner.","with Galerie M. Schulthess, Basel, 1952.",Baron von Liphart.,Prince Sergei Galitzine.,,,,,,
https://www.christies.com/en/lot/lot-6423987?ldp_breadcrumb=back,oil on copper,"8 1/4 x 6 3/8 in. (21 x 16 cm.), oval","with Galerie Sanct Lucas, Vienna, where acquired by the present owner on 30 March 2009.","Private collection, France.",,,,,,,,
https://www.christies.com/en/lot/lot-6423988?ldp_breadcrumb=back,oil on panel,16 3/8 x 12 3/8 in. (41.5 x 31.4 cm.),"Lady Joseph; (†), Christie’s, London, 9 July 1999, lot 22, where acquired by the present owner.","Colonel Parker, Lancashire.","with Alfred Brod, London, by 1971.","with Gebr. Douwes, Amsterdam, 1930-38.","Legrand collection, Donnemarie-en-Montois, Seine-et-Marne, until 1930.","(Possibly) Jacques Ignatius de Roore (1686-1747), The Hague; (†) his sale, Verheyden, The Hague, 4 September 1747, lot 98 (f 160 to Ietswaart).","(Possibly) Ewout van Dishoek (1678-1744), Heer van Domburgh; (†) his sale, The Hague, 9 June 1745, lot 49 (f 155).",,,
https://www.christies.com/en/lot/lot-6423989?ldp_breadcrumb=back,oil on panel,26 x 21 5/8 in. (66 x 55 cm.),"Anonymous sale; Sotheby’s, London, 6 July 1994, lot 1, where acquired by the present owner.","Anonymous sale; Sotheby’s, London, 11 July 1979, lot 121.","with G. Cramer, The Hague, 1966.","with Brod Gallery, London.","C.J.K. van Aalst (1866-1939), Hoevelaken, by 1935.","Baron Léon Janssen (1849-1923), Brussels; (†) his sale, Frederik Muller, Amsterdam, 26 April 1927, lot 60.","(Probably) with Julius Böhler, Munich, 1910.","(Probably) Arthur Kay (1860-1939), Edinburgh.",,
https://www.christies.com/en/lot/lot-6423990?ldp_breadcrumb=back,oil on canvas,26 x 23 1/4 in. (66 x 59.1 cm.),"[Property of an Educational Institution]; Sotheby’s, New York, 15 January 1993, lot 106, where acquired by the present owner.","Dr. Martin Schubart, Dresden, by 1889; (†) his sale, Hugo Helbing, Munich, 23 October 1899, lot 32, as on panel (9,100 DM to Bovery).","with P. & D. Colnaghi, London, 1888.","Goldsmith, et al.; Phillips, London, 26 February 1856, lot 61.","Cardinal Fesch (1763-1839), Rome (according to Goldsmith sale).",Marquess of Stafford (according to Goldsmith sale).,"John Christoph Werther, Amsterdam; (†) his sale, van der Schley a.o., Amsterdam, 25 April 1792, lot 76.","(Probably) Anonymous sale; van der Schley a.o., Amsterdam, 10 June 1789, lot 12 (f 20 to Bogaard).","Anonymous sale; Holland, 1788, no. 12 (f 20) (according to Hofstede de Groot).",
https://www.christies.com/en/lot/lot-6423991?ldp_breadcrumb=back,oil on canvas,24 x 39 3/4 in. (61 x 101 cm.),"Anonymous sale; Koller, Zürich, 20 March 1997, lot 37, where acquired by the present owner.","Anonymous sale; Glerum, The Hague, 12-13 November 1996, lot 236, as Attributed to Pieter de Neyn.","Anonymous sale; Van Ham, Cologne, 6 February 1963, lot 1136, as Pieter Nolpe.","with Gebr. Douwes, Amsterdam, circa 1926.",,,,,,
https://www.christies.com/en/lot/lot-6423992?ldp_breadcrumb=back,oil on canvas,32 x 43 3/4 in. (81.3 x 111.2 cm.),"[The Property of a European Family]; Christie’s, New York, 12 January 1996, lot 148, where acquired by the present owner.","M. Asscher, London.",,,,,,,,
https://www.christies.com/en/lot/lot-6423993?ldp_breadcrumb=back,oil on canvas,28 1/2 x 23 1/4 in. (72.5 x 59.3 cm.),"Anonymous sale; Sotheby’s, London, 3 July 1997, lot 211, where acquired by the present owner.","with Thomas Brod, London, by 1993.","John Roby Benson, 2nd Baron Charnwood (1901-1955); (†), Christie’s, London, 8 December 1989, lot 50.","Roby Thorpe (c. 1834-1900), Stowe House, Lichfield, by descent to,","Thomas Bradford (d. 1773), London; his sale, Hobbs, London, 6-7 February 1765, lot 18, as by Rubens and depicting one of his wives.",,,,,
https://www.christies.com/en/lot/lot-6423994?ldp_breadcrumb=back,oil on canvas,31 7/8 x 28 1/8 in. (81 x 71.4 cm.),"Anonymous sale; Sotheby’s, New York, 21 May 1998, lot 93, where acquired by the present owner.","Anonymous sale; Sotheby’s, New York, 15 January 1993, lot 50, as Jan Baptist Weenix.",,,,,,,,
https://www.christies.com/en/lot/lot-6423995?ldp_breadcrumb=back,"oil on canvas, unlined",28 1/2 x 26 1/4 in. (72.9 x 66.7 cm.),where acquired by the present owner on 30 June 1992.,"with Dover Street Gallery, London, as Jean-Baptiste van Moerkercke,","Anonymous sale; Christie’s, New York, 10 January 1990, lot 34.",,,,,,,
https://www.christies.com/en/lot/lot-6423996?ldp_breadcrumb=back,oil on canvas,32 x 41 1/8 in. (81.2 x 104.5 cm.),"Anonymous sale; Sotheby's, Monaco, 18 June 1992, lot 44, where acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6423997?ldp_breadcrumb=back,oil on copper,7 1/2 x 10 1/2 in. (19 x 26.5 cm.),"Anonymous sale; Sotheby’s, London, 11 April 1990, lot 17, where aquried by the present owner.","with Leonard Koetser, London, by 1960.",,,,,,,,
https://www.christies.com/en/lot/lot-6423998?ldp_breadcrumb=back,oil on canvas,24 x 35 in. (61 x 89 cm.),"Anonymous sale; Sotheby’s, London, 19 April 1989, lot 48, where acquired by the present owner.","with Senger Bamberg Kunsthandel, Bamberg, by 1988.",,,,,,,,
https://www.christies.com/en/lot/lot-6423999?ldp_breadcrumb=back,oil on canvas,62 7/8 x 82 1/8 in. (159.7 x 208.6 cm.),"Anonymous sale; Sotheby's, London, 7 July 1993, lot 49, where acquired by the present owner.","The Hon. Rose Talbot (1915-2009), by whom sold, Christie's, London, 2 April 1976, lot 64.","Lord Talbot de Malahide, Malahide Castle, by whom bequeathed to,",,,,,,,
https://www.christies.com/en/lot/lot-6424000?ldp_breadcrumb=back,"oil on canvas, unlined",41 3/4 x 61 in. (106 x 155 cm.),"Anonymous sale; Sotheby’s, London, 4 December 1997, lot 170, as Hans de Jode, where acquired by the present owner.","Anonymous sale; Étude Tajan, Paris, 12 June 1995, lot 14, as Hans de Jode.",,,,,,,,
https://www.christies.com/en/lot/lot-6424001?ldp_breadcrumb=back,oil on canvas,46 1/8 x 68 3/4 in. (117.2 x 174.6 cm.),"Anonymous sale; Christie’s, London, 4 July 1997, lot 383, as Jan Miel, where acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6424002?ldp_breadcrumb=back,oil on canvas,47 x 60 5/8 in. (119.3 x 154 cm.),"with Jack Kilgore & Co., New York, where acquired by the present owner on 12 March 2008.","Anonymous sale; Sotheby’s, London, 27 April 2006, lot 53.",,,,,,,,
https://www.christies.com/en/lot/lot-6424003?ldp_breadcrumb=back,oil on canvas,33 3/4 x 40 1/2 in. (85.7 x 102.9 cm.),"[Property from a New England Estate]; Christie’s, New York, 11 January 1995, lot 240, where acquired by the present owner.","James Mc A. Thomson, by 1957.",,,,,,,,
https://www.christies.com/en/lot/lot-6424004?ldp_breadcrumb=back,oil on canvas,62 x 72 3/4 in. (157.2 x 184.8 cm.),"HRH Princess Christina of the Netherlands; her sale, Sotheby's, Amsterdam, 19 November 1996, lot 60, where acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6424005?ldp_breadcrumb=back,oil on canvas,41 1/2 x 34 1/4 in. (105.5 x 87 cm.),"Anonymous sale; Ader Tajan, Paris, 15 December 1993, lot 45, where acquired by the present owner.","Anonymous sale; Christie’s, London, 8 July 1988, lot 37.","Fürst zu Schwarzenberg; Galerie Fischer, Lucerne, 20-26 November 1962, lot 2326, as Jürgen Ovens.","Anonymous sale; Galeria Vitelli, Genoa, 7-12 November 1938, lot 46, as Jürgen Ovens.",,,,,,
https://www.christies.com/en/lot/lot-6424006?ldp_breadcrumb=back,oil on canvas,19 x 25 in. (48 x 63.5 cm.),"Anonymous sale; Sotheby’s, New York, 12 January 1989, lot 172, where acquired by the present owner.","(Probably) Dirk Versteegh (1751-1822), Amsterdam; (†) his sale, 3 November 1823, lot 43 (f 31 to Engelberts).",,,,,,,,
https://www.christies.com/en/lot/lot-6424007?ldp_breadcrumb=back,oil on canvas,41 7/8 x 50 1/4 in. (105.7 x 127.6 cm.),where acquired by the present owner.,"Anonymous sale; Sotheby's, London, 11 April 1990, lot 51,",,,,,,,,
https://www.christies.com/en/lot/lot-6424008?ldp_breadcrumb=back,oil on canvas,32 5/16 x 47 5/8 in. (82 x 121 cm.),"Anonymous sale; Ader Picard Tajan, Paris, 22 June 1990, lot 26, as Francesco Fontebasso, where acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6424009?ldp_breadcrumb=back,oil on canvas,41 1/4 x 51 3/4 in. (104.7 x 131.5 cm.),"Anonymous sale; Christie's, London, 9 July 1993, lot 81, where acquired by the present owner.","Conte Francesco Castelbarco Albani; his sale, Sotheby's, Florence, 22-24 May 1973, lot 266.","(Possibly) Salomon Delahaye-Desfosses, Marc-Antoine Delahaye de Bazinville and Marie-Edmée de Saint-Marc Delahaye, Paris.","(Possibly) Martin Delahaye, Paris, until 1753 and by descent to his children,",,,,,,
https://www.christies.com/en/lot/lot-6424010?ldp_breadcrumb=back,"oil on canvas, the corners made up into a rectangle",67 1/2 x 88 3/4 in. (171.4 x 226.4 cm.),"Anonymous sale; Christie's, Monaco, 2 December 1989, lot 24, where acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6424011?ldp_breadcrumb=back,"oil on canvas, unlined",38 3/4 x 55 3/4 in. (98.4 x 139.1 cm.),"Anonymous sale; Christie's, London, 19 April 1991, lot 142, where acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6424012?ldp_breadcrumb=back,oil on canvas,39 3/4 x 53 in. (100.9 x 134.7).,"Anonymous sale; Sotheby's, London, 9 July 1998, lot 106, where acquired after the sale by the present owner.","[Anonymous sale]; Christie's, New York, 12 January 1978, lot 100,","Anonymous sale; Christie's, London, 17 July 1970, lot 141.","Private collection, London.","Anonymous sale; Christie's, London, 5 December 1969, lot 24,","Anonymous sale; Sotheby's, London, 7 December 1960, lot 82,","Private collection, Milan.","Pospisil collection, Venice.","Silbermann collection, Vienna.",
https://www.christies.com/en/lot/lot-6424013?ldp_breadcrumb=back,oil on canvas,28 3/8 x 38 in. (72 x 96.5 cm.),"Lore and Rudolf Heinemann, [Property from the Collection of the Late Lore and Rudolf Heinemann sold for the Benefit of the Pierpont Morgan Library, New York and the National Gallery of Art, Washington]; Christie's, London, 4 July 1997, lot 118, where acquired by the present owner.","with Knoedler, New York, where acquired on 28 November 1968 by,","Niclaus Pacos, Zurich, where acquired on 24 April 1961 by the following,",,,,,,,
https://www.christies.com/en/lot/lot-6424014?ldp_breadcrumb=back,oil on canvas,45 x 59 1/4 in. (114.3 x 150.6 cm.),"Anonymous sale; Christie's, London, 4 July 1997, lot 381, where acquired by the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6424015?ldp_breadcrumb=back,oil on canvas,36 5/8 x 45 1/4 in. (93.1 x 112.3 cm.),"[Paintings from the Castelfranco Sonino Collection]; Christie's, New York, 29 January 1998, lot 33, where acquired by the present owner.","by descent to their grandchildren, by whom sold,","Guido Sonino and Emma Castelfranco Sonino, Bologna,",,,,,,,
